4557029.wav-index1.wav, angry,angry,happy,sad,neutral
4548013.wav-index2.wav, sad,sad,neutral,angry,happy
4548013.wav-index1.wav, sad,sad,happy,neutral,angry
4556868.wav-index2.wav, sad,sad,happy,neutral,angry
4556868.wav-index1.wav, sad,sad,angry,happy,neutral
4624558.wav-index2.wav, sad,sad,happy,angry,neutral
4624558.wav-index1.wav, sad,sad,angry,happy,neutral
4527484.wav-index2.wav, sad,sad,happy,angry,neutral
4527484.wav-index1.wav, sad,sad,happy,angry,neutral
4611197.wav-index2.wav, sad,sad,happy,neutral,angry
4611197.wav-index1.wav, sad,sad,happy,neutral,angry
4611165.wav-index2.wav, sad,sad,angry,happy,neutral
4611165.wav-index1.wav, sad,sad,happy,angry,neutral
4556997.wav-index2.wav, happy,happy,angry,sad,neutral
4556997.wav-index1.wav, sad,sad,happy,angry,neutral
4539195.wav-index2.wav, neutral,neutral,happy,angry,sad
4539195.wav-index1.wav, angry,angry,happy,sad,neutral
4626750.wav-index2.wav, angry,angry,happy,sad,neutral
4626750.wav-index1.wav, angry,angry,happy,sad,neutral
4607325.wav-index2.wav, happy,happy,sad,angry,neutral
4607325.wav-index1.wav, angry,angry,sad,happy,neutral
4556999.wav-index2.wav, sad,sad,neutral,happy,angry
4556999.wav-index1.wav, sad,sad,happy,angry,neutral
4549576.wav-index2.wav, angry,angry,sad,happy,neutral
4549576.wav-index1.wav, sad,sad,happy,neutral,angry
4681887.wav-index2.wav, sad,sad,angry,happy,neutral
4681887.wav-index1.wav, sad,sad,happy,angry,neutral
4601492.wav-index2.wav, happy,happy,sad,angry,neutral
4601492.wav-index1.wav, sad,sad,happy,angry,neutral
4549860.wav-index2.wav, happy,happy,sad,angry,neutral
4549860.wav-index1.wav, sad,sad,happy,angry,neutral
4601101.wav-index2.wav, sad,sad,happy,angry,neutral
4601101.wav-index1.wav, happy,happy,sad,angry,neutral
4551038.wav-index2.wav, sad,sad,happy,angry,neutral
4551038.wav-index1.wav, sad,sad,happy,angry,neutral
4527674.wav-index2.wav, sad,sad,happy,angry,neutral
4527674.wav-index1.wav, happy,happy,sad,angry,neutral
4547015.wav-index2.wav, sad,sad,happy,angry,neutral
4547015.wav-index1.wav, sad,sad,happy,angry,neutral
4550668.wav-index2.wav, sad,sad,angry,happy,neutral
4550668.wav-index1.wav, sad,sad,happy,angry,neutral
4611169.wav-index2.wav, angry,angry,happy,sad,neutral
4611169.wav-index1.wav, sad,sad,happy,neutral,angry
4548039.wav-index2.wav, happy,happy,angry,sad,neutral
4548039.wav-index1.wav, sad,sad,happy,angry,neutral
4611682.wav-index2.wav, sad,sad,angry,neutral,happy
4611682.wav-index1.wav, angry,angry,happy,neutral,sad
4604444.wav-index2.wav, happy,happy,sad,angry,neutral
4604444.wav-index1.wav, sad,sad,happy,angry,neutral
4765208.wav-index2.wav, angry,angry,happy,sad,neutral
4765208.wav-index1.wav, neutral,neutral,sad,angry,happy
4567671.wav-index2.wav, sad,sad,happy,angry,neutral
4567671.wav-index1.wav, happy,happy,angry,sad,neutral
